epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
186,2147.53,0.52683,0.31725,0.88631,0.97991,0.98522,0.98652,0.92201,0.40176,0.27168,0.81475,0.00917912,0.00917912,0.00917912
187,2159.13,0.54722,0.32974,0.90045,0.98038,0.98457,0.98647,0.92119,0.40707,0.27077,0.82296,0.00917048,0.00917048,0.00917048
188,2170.64,0.53548,0.32531,0.89097,0.98029,0.98522,0.98581,0.91902,0.39575,0.2613,0.81604,0.00916179,0.00916179,0.00916179
189,2182.35,0.54287,0.32837,0.895,0.9804,0.99015,0.98536,0.92229,0.40968,0.27539,0.82062,0.00915306,0.00915306,0.00915306
190,2194.09,0.55041,0.33146,0.90075,0.97996,0.98522,0.9865,0.9171,0.4217,0.27667,0.82333,0.0091443,0.0091443,0.0091443
191,2205.78,0.54574,0.32897,0.89721,0.98048,0.98963,0.98803,0.91623,0.42514,0.27029,0.83117,0.00913549,0.00913549,0.00913549
192,2217.42,0.55261,0.33565,0.90373,0.97571,0.98959,0.99037,0.91782,0.40664,0.26426,0.82485,0.00912664,0.00912664,0.00912664
193,2229.09,0.5366,0.32512,0.89472,0.98038,0.98445,0.98796,0.91222,0.41478,0.26787,0.82758,0.00911775,0.00911775,0.00911775
194,2240.74,0.53646,0.33111,0.89679,0.97989,0.98522,0.98813,0.91911,0.40756,0.27786,0.84051,0.00910882,0.00910882,0.00910882
195,2252.49,0.53137,0.32103,0.8938,0.97571,0.98952,0.98841,0.92486,0.42248,0.28163,0.83633,0.00909985,0.00909985,0.00909985
196,2264.29,0.54558,0.32797,0.89712,0.97411,0.99015,0.98726,0.92018,0.41393,0.27651,0.82731,0.00909084,0.00909084,0.00909084
197,2275.84,0.52711,0.32456,0.89428,0.97569,0.98852,0.98871,0.91665,0.42013,0.28535,0.83337,0.00908179,0.00908179,0.00908179
198,2287.33,0.54269,0.32902,0.89732,0.97538,0.99015,0.98812,0.91462,0.42268,0.27281,0.83629,0.0090727,0.0090727,0.0090727
199,2298.81,0.53284,0.32511,0.89266,0.98047,0.98901,0.98826,0.91656,0.41819,0.28075,0.8298,0.00906356,0.00906356,0.00906356
200,2310.3,0.53506,0.32536,0.89272,0.97988,0.99015,0.98591,0.91232,0.43131,0.27687,0.83922,0.00905439,0.00905439,0.00905439
201,2321.79,0.54309,0.32477,0.89733,0.99004,0.97933,0.98575,0.91136,0.422,0.27702,0.83052,0.00904518,0.00904518,0.00904518
202,2333.49,0.54672,0.32936,0.89683,0.97964,0.98522,0.98444,0.91171,0.41977,0.28584,0.82797,0.00903593,0.00903593,0.00903593
203,2345.18,0.538,0.32447,0.89264,0.98037,0.98406,0.98545,0.91393,0.4216,0.28151,0.82788,0.00902664,0.00902664,0.00902664
204,2356.73,0.53795,0.3272,0.89756,0.97337,0.99015,0.98496,0.91704,0.43109,0.26881,0.83163,0.00901731,0.00901731,0.00901731
205,2368.26,0.54581,0.32759,0.89556,0.97573,0.99006,0.98486,0.91441,0.41556,0.28209,0.82919,0.00900793,0.00900793,0.00900793
206,2379.82,0.54531,0.32687,0.90196,0.97552,0.99015,0.98681,0.91918,0.40875,0.28741,0.83658,0.00899852,0.00899852,0.00899852
