epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
371,4268.5,0.5428,0.32458,0.90015,0.97971,0.99015,0.99043,0.92931,0.39743,0.24961,0.82968,0.00698604,0.00698604,0.00698604
372,4279.98,0.5332,0.31155,0.89435,0.97888,0.99015,0.99036,0.9285,0.39748,0.25053,0.82567,0.00697162,0.00697162,0.00697162
373,4291.5,0.53196,0.31224,0.89211,0.97842,0.99015,0.99014,0.92807,0.39684,0.25206,0.82496,0.00695717,0.00695717,0.00695717
374,4303.09,0.53374,0.31595,0.89293,0.97737,0.99015,0.98974,0.92764,0.39747,0.25733,0.82503,0.00694271,0.00694271,0.00694271
375,4314.57,0.51681,0.31017,0.88908,0.97739,0.99015,0.99016,0.92876,0.39906,0.2572,0.82786,0.00692823,0.00692823,0.00692823
376,4326.1,0.52829,0.31481,0.89452,0.97852,0.99015,0.99027,0.92905,0.40047,0.2536,0.82947,0.00691373,0.00691373,0.00691373
377,4337.64,0.52549,0.31896,0.89308,0.97808,0.99015,0.99022,0.92788,0.40224,0.25294,0.83126,0.00689921,0.00689921,0.00689921
378,4349.11,0.53169,0.31787,0.89727,0.97564,0.99015,0.9897,0.9284,0.40358,0.25488,0.83126,0.00688467,0.00688467,0.00688467
379,4360.6,0.52984,0.3165,0.88953,0.97515,0.99015,0.98913,0.92828,0.40313,0.25104,0.83071,0.00687011,0.00687011,0.00687011
380,4372.08,0.53427,0.31767,0.89394,0.97513,0.99015,0.98921,0.92717,0.40528,0.2505,0.8307,0.00685553,0.00685553,0.00685553
381,4383.59,0.53392,0.31894,0.89655,0.9751,0.99015,0.98925,0.92798,0.40541,0.25347,0.82867,0.00684094,0.00684094,0.00684094
382,4395.14,0.53166,0.31764,0.89596,0.97519,0.99015,0.9896,0.92767,0.40617,0.25863,0.82609,0.00682633,0.00682633,0.00682633
383,4406.63,0.52844,0.31823,0.89085,0.97516,0.99015,0.98948,0.92624,0.40522,0.25591,0.82572,0.0068117,0.0068117,0.0068117
384,4418.13,0.53233,0.31825,0.89486,0.97518,0.99015,0.9892,0.92694,0.40588,0.25565,0.82587,0.00679705,0.00679705,0.00679705
385,4429.6,0.52296,0.31788,0.89094,0.97513,0.99015,0.98885,0.92668,0.40596,0.25457,0.82335,0.00678238,0.00678238,0.00678238
386,4441.07,0.53758,0.32416,0.89522,0.97505,0.99015,0.98897,0.92765,0.40524,0.25672,0.82326,0.0067677,0.0067677,0.0067677
387,4452.63,0.54435,0.32431,0.8969,0.9752,0.99015,0.98903,0.92655,0.40471,0.25937,0.82281,0.006753,0.006753,0.006753
388,4464.16,0.52209,0.31201,0.88894,0.97527,0.99015,0.98908,0.92617,0.40504,0.2617,0.82295,0.00673828,0.00673828,0.00673828
389,4475.63,0.52174,0.31268,0.89593,0.97531,0.99015,0.98903,0.92663,0.40475,0.26025,0.82342,0.00672354,0.00672354,0.00672354
390,4487.1,0.52832,0.31283,0.89441,0.97529,0.99015,0.98913,0.9281,0.40429,0.25845,0.82307,0.00670879,0.00670879,0.00670879
391,4498.58,0.52995,0.31066,0.89494,0.97528,0.99015,0.98893,0.92888,0.40553,0.25638,0.82639,0.00669402,0.00669402,0.00669402
392,4510.05,0.53124,0.31329,0.8942,0.97524,0.99015,0.98883,0.92851,0.40488,0.25601,0.82704,0.00667923,0.00667923,0.00667923
393,4521.66,0.52823,0.31602,0.89713,0.97526,0.99015,0.98883,0.92712,0.40505,0.25892,0.82723,0.00666443,0.00666443,0.00666443
394,4533.11,0.52941,0.31891,0.8956,0.97529,0.99015,0.98873,0.92726,0.40351,0.26112,0.82695,0.00664961,0.00664961,0.00664961
395,4544.62,0.51973,0.31218,0.89147,0.97529,0.99015,0.98873,0.92811,0.4046,0.25821,0.8276,0.00663478,0.00663478,0.00663478
396,4556.16,0.51695,0.30661,0.88933,0.97531,0.99015,0.98873,0.92939,0.40459,0.25732,0.82839,0.00661993,0.00661993,0.00661993
397,4567.69,0.53047,0.31242,0.89595,0.97535,0.99015,0.98843,0.92976,0.40487,0.25873,0.82885,0.00660506,0.00660506,0.00660506
